
📡央视频道📡,#genre#
CCTV10,https://www.freetv.top/migu/624878405.m3u8?migutoken=a825f44b603419477b95fed9f1e947fea9e27bcde29c94cf67aec76845bd588aa5c9914b79d29cb3014756c2909a95f0941589b5faaddc8b9eba64ec444d9c9999083bc0240af4f194167d81e3#http://183.191.144.167:9003/hls/11/index.m3u8#http://117.144.58.42:35455/gaoma/cctv10.m3u8#http://dsm.huarunguoji.top:35455/itv/1000000005000265010.m3u8?cdn=ystenlive#http://112.74.115.68:35455/gaoma/cctv10.m3u8#http://112.74.115.68:35455/itv/1000000005000265010.m3u8?cdn=ystenlive#http://ott.eonn.cn:35455/itv/1000000005000265010.m3u8?cdn=ystenlive#http://qjrhc.jydjd.top:2911/udp/224.1.100.75:11111#http://home.wwang.pw:35455/itv/1000000005000265010.m3u8?cdn=ystenlive#http://qjrhc.jydjd.top:2911/udp/224.1.100.76:11111#http://hangfun.top:35455/gaoma/cctv10.m3u8#http://www.freetv.top/migu/624878405.m3u8?migutoken=994dc87ce4767211215bbc02fa208301259959a2d995deb9996c41b650e244fc75c3d5bae41d623bed5ba96aa38c7ea483d856771c119f74e8bb93fb60dc8304e146d0bf46405e88554d84e414
CCTV11,https://www.freetv.top/migu/667987558.m3u8?migutoken=1d0a7c51349d0d29392d62f5685c0adeccb58bc9a3ffea11a91caa97486b3676f1419283c7373cda120fc07d90d911e4191c58663b10666354a5140046e37437b3dfa6cb78242873fb16b97565#http://222.169.85.8:9901/tsfile/live/0011_1.m3u8#http://dsm.huarunguoji.top:35455/itv/1000000005000265011.m3u8?cdn=ystenlive#https://www.freetv.top/migu/667987558.m3u8?migutoken=dbfc420c420e30228efe23e562fc0ee670a65ddac45cc355845b855f27a4e5ba04a7e18d73eb58be7427a4bed6ef9056659fbcf58979a56ccbe84899cfdf0644fc1215333ca6210639196795f2#http://home.dzlove.top:35455/itv/1000000005000265011.m3u8?cdn=ystenlive#http://117.144.58.42:35455/gaoma/cctv11.m3u8#http://171.213.193.65:8818/udp/239.93.0.102:5140#http://112.74.115.68:35455/gaoma/cctv11.m3u8#http://112.74.115.68:35455/itv/1000000005000265011.m3u8?cdn=ystenlive#http://ott.eonn.cn:35455/itv/1000000005000265011.m3u8?cdn=ystenlive#http://www.freetv.top/migu/667987558.m3u8?migutoken=00a21f1483e571da068c555e3eea928f7c6183b26d7acc2afe9bb5e115f0005e02b6118176789d76765ae297bd6dfe4e14966e64415f0781535d91ed266aac177d6ff10fa6358e0eedddc2223b
CCTV12,http://183.191.144.167:9003/hls/13/index.m3u8#http://171.213.193.65:8818/udp/239.93.1.30:8124#http://home.dzlove.top:35455/itv/1000000005000265012.m3u8?cdn=ystenlive#http://39.164.160.249:9901/tsfile/live/0012_1.m3u8#http://112.74.115.68:35455/gaoma/cctv12.m3u8#http://112.74.115.68:35455/itv/1000000005000265012.m3u8?cdn=ystenlive#http://dsm.huarunguoji.top:35455/itv/1000000005000265012.m3u8?cdn=ystenlive#http://ott.eonn.cn:35455/itv/1000000005000265012.m3u8?cdn=ystenlive#https://www.freetv.top/migu/673168185.m3u8?migutoken=dd69c6da4ca875bfa3b2c373a896be579823c971f68c14aae1624ddc25a0b5bbf046484c0809601c25014abc49cfbf2f72bf0c59ab5ff81f304a187856c7a50e4d2b12f9eaf5d5627b50786e85
CCTV13,https://www.freetv.top/migu/608807423.m3u8?migutoken=776326ca258673fca618a4f3a2ff6e001516e1bd1de00a273f9321b167eace944b1fea149e58d9f61f99fdcb505524330bcadd896ad46e9264a6c57fcd05b0e7b924e3462804a5228697c43f3f#http://39.164.160.249:9901/tsfile/live/0013_1.m3u8#http://222.169.85.8:9901/tsfile/live/0013_1.m3u8#https://www.freetv.top/migu/608807423.m3u8?migutoken=b0ebf450385413f8d70e72a92ceba03e41170d59df1374472666311b9a1b26c2665ac29d287ef869f8998593325508eed5b09a4020d14bc557a3fe580eea0c0f4c2c13a4581ddb400575b8d3e9#http://www.freetv.top/migu/608807423.m3u8?migutoken=d8e7d5104925c13570533f5db2f808b4613be4d2901d3d406a67fca92ee219bc3692dff97d63d38123fde519465b77404b0a2c0c59bec5e83ad2be42019845acc7e59290159021d585352689cc#http://183.191.144.167:9003/hls/14/index.m3u8#http://112.74.115.68:35455/gaoma/cctv13.m3u8#http://home.dzlove.top:35455/itv/5000000011000031108.m3u8?cdn=bestzb
CCTV14,https://www.freetv.top/migu/624878440.m3u8?migutoken=b1f130236741614ca1eaccd92217632731b3c3c0d831bbb7a25004e2ed6d8570b8de27efe2abc85d27a26651d421475c7d50ad99aa55c4aaf55222863fd9d0c80e6d6cf7b8ed52ec2e6cebdd95#http://183.191.144.167:9003/hls/15/index.m3u8#http://dsm.huarunguoji.top:35455/itv/1000000005000265013.m3u8?cdn=ystenlive#https://www.freetv.top/migu/624878440.m3u8?migutoken=e6bd15e024af167f2ca00052d9bcd67ea8fb97ef7fc460b66c53fe1a4e5ef960f22ccc6ea16b995648364a330058a0f552e989000e7e98adfafc3a0259bb475e8c905ce600deedcd97464ca17f#http://114.252.236.205:8000/rtp/239.3.1.65:8132#http://112.74.115.68:35455/gaoma/cctv14.m3u8#http://hangfun.top:35455/gaoma/cctv14.m3u8#http://112.74.115.68:35455/itv/1000000005000265013.m3u8?cdn=ystenlive#http://ott.eonn.cn:35455/itv/1000000005000265013.m3u8?cdn=ystenlive#http://1.itv.nctv.top:35455/gaoma/cctv14.m3u8#http://home.wwang.pw:35455/itv/1000000005000265013.m3u8?cdn=ystenlive#http://home.dzlove.top:35455/itv/1000000005000265013.m3u8?cdn=ystenlive
CCTV15,http://114.252.236.205:8000/rtp/239.3.1.153:8136#http://hangfun.top:35455/gaoma/cctv15.m3u8#http://39.164.160.249:9901/tsfile/live/0015_1.m3u8#http://3501776.xyz:35455/itv/1000000005000265014.m3u8?cdn=ystenlive#https://www.freetv.top/migu/673168223.m3u8?migutoken=f24124cb55ee7b2392bae373bd81ba8f267bc2ab7ff065b93c9b9e9674236b624bab04f3f6a2e4d12149cfe81b19760c763b8fba1369d0d4092281bada4eff6ba6d823c0c43e451911f5b20872#http://114.246.181.146:4022/rtp/239.3.1.153:8136#http://222.169.85.8:9901/tsfile/live/0015_1.m3u8#http://112.74.115.68:35455/gaoma/cctv15.m3u8#http://112.74.115.68:35455/itv/1000000005000265014.m3u8?cdn=ystenlive#http://itv.nctv.top:35455/gaoma/cctv15.m3u8#http://dsm.huarunguoji.top:35455/itv/1000000005000265014.m3u8?cdn=ystenlive#https://www.freetv.top/migu/673168223.m3u8?migutoken=50dc3ccc2d27d7a93259df8360e0b3d4440519a8a4f9c636cce2d1bab0ddd72f5ecd496a69a4292eca1015e4c44727f9a6ee935a536f0720d3b21bee7f1c53aab112b3ab2e6aeb9982837ab99a
CCTV16,http://183.191.144.167:9003/hls/17/index.m3u8#http://175.6.162.5:35455/itv/1000000006000233002.m3u8?cdn=ystenlive#http://117.144.58.42:35455/gaoma/cctv16.m3u8#http://112.74.115.68:35455/gaoma/cctv16.m3u8#http://112.74.115.68:35455/itv/1000000006000233002.m3u8?cdn=ystenlive#http://ott.eonn.cn:35455/itv/1000000006000233002.m3u8?cdn=ystenlive#http://dsm.huarunguoji.top:35455/itv/1000000006000233002.m3u8?cdn=ystenlive
CCTV17,https://www.freetv.top/migu/673168256.m3u8?migutoken=dff047a9026f526223c0ed1adbfabbe258e37787a9dbf6c13ddfa3dfc5be6fc055e4ec23f97b75ae545c0a460100ac52ba7ebcfbc7dc5b37f2c7cd2138c72751b2aa7e843867bd1e89f39c0060#http://1.itv.nctv.top:35455/gaoma/cctv17.m3u8#https://www.freetv.top/migu/673168256.m3u8?migutoken=cd9ac55fddf5f22ac004018cec6a4046c41dd9f4fc2bf0d97a30aaddef8a88da0e984cf03e60fa6a6adcb81d784905e343fb6a9dae398827b1b71b5164b118d15f6762b07225d4764bce858c33#http://home.dzlove.top:35455/itv/1000000006000268004.m3u8?cdn=ystenlive#http://home.dzlove.top:35455/itv/1000000005000265015.m3u8?cdn=ystenlive#http://117.144.58.42:35455/gaoma/cctv17.m3u8#http://171.213.193.65:8818/udp/239.93.0.92:5140#http://wouu.net:9977/udp/239.93.0.92:5140#http://112.74.115.68:35455/gaoma/cctv17.m3u8#http://112.74.115.68:35455/itv/1000000005000265015.m3u8?cdn=ystenlive#http://ott.eonn.cn:35455/itv/1000000005000265015.m3u8?cdn=ystenlive#http://3501776.xyz:35455/itv/1000000005000265015.m3u8?cdn=ystenlive#http://dsm.huarunguoji.top:35455/itv/1000000005000265015.m3u8?cdn=ystenlive#http://gf.you123.fun:35455/gaoma/cctv17.m3u8#http://www.freetv.top/migu/673168256.m3u8?migutoken=698e0ff1ba47e7b3e38326199e2ee0a1b7bd0b0dd192935d111a196fb0a283c3070537cce6951301b2cc3e6f7de31ffdb9b7c4095d6c008d8333e21e5070375ca86124640133c9fa4c6ffa847f
CETV2,https://www.freetv.top/migu/923287211.m3u8?migutoken=b23bba9375b0af38609073897ec088567eef811deb097a525d8c556e983b0b89b8715a490202b04fe22557d27ea351c57735c33d94b405619b35e9a3bbf6127fc1774896124ac264d254951cb0
CETV4,https://www.freetv.top/migu/923287339.m3u8?migutoken=54ca77a9f743c7c47ca79ec8b8e8cdaa1c2fe191c3629448e68089b6230e2f4aaad5dd20aa0b45691cb140e78427b5bf2f684e845cff99c377306fa13ef4d26e770f7158e3207edef027bbafdb

📡卫视频道👉移动,#genre#
湖南卫视,http://tvpull.careryun.com/tv/cn_hunws.m3u8#http://qjrhc.jydjd.top:2911/udp/224.1.100.98:11111#http://39.164.160.249:9901/tsfile/live/0128_1.m3u8#http://112.74.115.68:35455/itv/1000000005000265024.m3u8?cdn=ystenlive#http://home.dzlove.top:35455/itv/1000000005000265024.m3u8?cdn=ystenlive#http://ott.eonn.cn:35455/itv/1000000005000265024.m3u8?cdn=ystenlive#http://dsm.huarunguoji.top:35455/itv/1000000005000265024.m3u8?cdn=ystenlive#http://home.wwang.pw:35455/itv/1000000005000265024.m3u8?cdn=ystenlive
浙江卫视,http://ali-m-l.cztv.com/channels/lantian/channel001/1080p.m3u8#https://ali-m-l.cztv.com/channels/lantian/channel001/1080p.m3u8?#http://ali-m-l.cztv.com/channels/lantian/channel01/1080p.m3u8#https://ali-m-l.cztv.com/channels/lantian/channel001/1080p.m3u8#http://zhfivel02.cztv.com/channel01/1080p.m3u8?auth_key=2524708799-0-0-adde67b1b344fdd5e512f30a4ae31915#http://3501776.xyz:35455/itv/1000000005000265031.m3u8?cdn=ystenlive#http://58.17.48.228:808/hls/32/index.m3u8#http://112.74.115.68:35455/itv/1000000005000265031.m3u8?cdn=ystenlive#http://home.dzlove.top:35455/itv/1000000005000265031.m3u8?cdn=ystenlive#http://ott.eonn.cn:35455/itv/1000000005000265031.m3u8?cdn=ystenlive
安徽卫视,http://tvpull.careryun.com/tv/ahws.m3u8#http://tvpull.careryun.com/tv/cn_ahws.m3u8#http://39.164.160.249:9901/tsfile/live/0130_1.m3u8#http://qjrhc.jydjd.top:2911/udp/224.1.100.66:11111#http://nas.hssvm.com:8888/udp/225.1.1.127:5002#http://112.74.115.68:35455/itv/1000000005000265025.m3u8?cdn=ystenlive
北京卫视,http://omnix.cn:4000/udp/225.1.8.21:8002#http://tvpull.careryun.com/tv/cn_bjws.m3u8#http://3501776.xyz:35455/itv/1000000005000265027.m3u8?cdn=ystenlive#http://112.74.115.68:35455/itv/1000000005000265027.m3u8?cdn=ystenlive#http://home.dzlove.top:35455/itv/1000000005000265027.m3u8?cdn=ystenlive#http://dsm.huarunguoji.top:35455/itv/1000000005000265027.m3u8?cdn=ystenlive
海南卫视,http://tvpull.careryun.com/tv/hainws.m3u8
深圳卫视,http://tvpull.careryun.com/tv/cn_szws.m3u8#http://115.149.139.141:10001/tsfile/live/1032_1.m3u8#http://112.74.115.68:35455/itv/1000000005000265028.m3u8?cdn=ystenlive#http://ott.eonn.cn:35455/itv/1000000005000265028.m3u8?cdn=ystenlive
吉林卫视,http://tvpull.careryun.com/tv/jlws.m3u8#http://home.dzlove.top:35455/itv/5000000011000031117.m3u8?cdn=bestzb
天津卫视,http://tvpull.careryun.com/tv/cn_tjws.m3u8#http://qjrhc.jydjd.top:2911/udp/224.1.100.62:11111#http://ott.eonn.cn:35455/itv/1000000005000265026.m3u8?cdn=ystenlive#http://3501776.xyz:35455/itv/1000000005000265026.m3u8?cdn=ystenlive#http://112.74.115.68:35455/itv/1000000005000265026.m3u8?cdn=ystenlive
山东卫视,http://tvpull.careryun.com/tv/hbws.m3u8#http://112.74.115.68:35455/itv/1000000005000265019.m3u8?cdn=ystenlive#http://dsm.huarunguoji.top:35455/itv/1000000005000265019.m3u8?cdn=ystenlive#http://3501776.xyz:35455/itv/1000000005000265019.m3u8?cdn=ystenlive
广西卫视,http://tvpull.careryun.com/tv/cn_gxws.m3u8#http://115.149.139.141:10001/tsfile/live/1037_1.m3u8?blog.ntnas.top#http://222.169.85.8:9901/tsfile/live/0113_1.m3u8
江西卫视,http://222.169.85.8:9901/tsfile/live/0138_1.m3u8#http://ott.eonn.cn:35455/itv/1000000005000265032.m3u8?cdn=ystenlive#https://www.freetv.top/migu/783847495.m3u8?migutoken=e68adbe9de75b7e99dc3afe5aa965084775127e61b76140d0760b54c646a00fb202501f7efbf1cacd66da45725dac5db44885e0bc19831a43d79de05ef08a25bb2a4dc2d09810eb44a95952d05
湖北卫视,http://222.169.85.8:9901/tsfile/live/0132_1.m3u8#http://ott.eonn.cn:35455/itv/1000000005000265023.m3u8?cdn=ystenlive#http://dsm.huarunguoji.top:35455/itv/1000000005000265023.m3u8?cdn=ystenlive#http://wouu.net:9977/udp/239.93.0.250:5140
贵州卫视,http://tvpull.careryun.com/tv/cn_gzws.m3u8#http://39.164.160.249:9901/tsfile/live/0120_1.m3u8#http://qjrhc.jydjd.top:2911/udp/224.1.100.57:11111
辽宁卫视,http://222.169.85.8:9901/tsfile/live/0121_1.m3u8#http://39.164.160.249:9901/tsfile/live/0121_1.m3u8#http://115.149.139.141:10001/tsfile/live/1028_1.m3u8#http://home.dzlove.top:35455/itv/1000000005000265022.m3u8?cdn=ystenlive#http://3501776.xyz:35455/itv/1000000005000265022.m3u8?cdn=ystenlive
重庆卫视,http://tvpull.careryun.com/tv/cn_cqws.m3u8#http://home.dzlove.top:35455/itv/1000000005000265017.m3u8?cdn=ystenlive#http://qjrhc.jydjd.top:2911/udp/224.1.100.102:11111
青海卫视,http://175.6.162.5:35455/itv/1000000002000013359.m3u8?cdn=ystenlive#http://home.dzlove.top:35455/itv/1000000002000013359.m3u8?cdn=ystenlive#http://112.74.115.68:35455/itv/1000000002000013359.m3u8?cdn=ystenlive#http://ott.eonn.cn:35455/itv/1000000002000013359.m3u8?cdn=ystenlive#http://dsm.huarunguoji.top:35455/itv/1000000002000013359.m3u8?cdn=ystenlive#http://3501776.xyz:35455/itv/1000000002000013359.m3u8?cdn=ystenlive#http://1.itv.nctv.top:35455/itv/1000000002000013359.m3u8?cdn=ystenlive#http://home.dzlove.top:35455/itv/5000000006000040015.m3u8?cdn=bestzb
黑龙江卫视,http://tvpull.careryun.com/tv/cn_hljws.m3u8#http://39.164.160.249:9901/tsfile/live/0143_1.m3u8
